asset_class,asset_subclass,has_market_price,has_cash_flows,has_options_features,is_exchange_traded,liquidity,maturity_years,has_credit_risk,has_early_exercise,is_path_dependent,data_availability,volatility_available,ifrs_level,recommended_method
Equity,Utility Stock,1,1,0,1,Medium,,0,0,0,Partial,1,1,DDM
Commodity,Commodity Spot,1,0,0,1,High,0.8,0,0,0,Full,1,1,Cost-of-Carry
Currency,Cross Currency Swap,0,1,0,0,Medium,5.45,1,0,0,Partial,0,2,Forward-Pricing
Bond,Corporate Bond (IG),1,1,0,1,Medium,21.54,1,0,0,Partial,1,3,DCF
Equity,Fintech Stock,1,0,0,1,High,,0,0,0,Partial,1,1,Relative
Option,European Put,1,0,1,1,High,1.79,0,0,0,Partial,1,3,Black-Scholes
Option,European Put,1,0,1,1,Medium,1.32,0,0,0,Full,1,1,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,Medium,25.92,1,0,0,Full,1,1,DCF
Commodity,Energy,1,0,0,1,Medium,1.57,0,0,0,Full,1,1,Cost-of-Carry
Bond,Corporate Bond (IG),1,1,0,1,High,6.0,1,0,0,Full,1,2,DCF
Option,American Put,1,0,1,1,High,0.53,0,1,0,Full,1,2,Binomial-Tree
Bond,Government Bond,1,1,0,1,High,28.55,0,0,0,Partial,1,2,DCF
Derivative,Interest Rate Swap,0,1,0,0,High,8.87,1,0,0,Full,0,2,DCF
Currency,FX Spot,1,0,0,0,High,0.71,0,0,0,Full,1,1,Forward-Pricing
Bond,Convertible Bond,1,1,1,1,Low,5.79,1,1,0,Partial,1,2,Credit-Model
Bond,Government Bond,1,1,0,1,High,16.58,0,0,0,Partial,1,2,DCF
Option,European Put,1,0,1,1,Medium,1.21,0,0,0,Full,1,2,Black-Scholes
Equity,SaaS Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Bond,Zero-Coupon Bond,1,1,0,1,High,8.74,0,0,0,Full,1,2,DCF
Commodity,Commodity Spot,1,0,0,1,High,0.11,0,0,0,Full,1,1,Cost-of-Carry
Bond,Sovereign Emerging Bond,1,1,0,1,Low,25.51,1,0,0,Sparse,1,2,Credit-Model
Equity,Biotech Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Derivative,Interest Rate Swap,0,1,0,0,High,8.35,1,0,0,Partial,0,2,DCF
Currency,Cross Currency Swap,0,1,0,0,Medium,1.28,1,0,0,Partial,0,3,Forward-Pricing
Equity,Energy Major Stock,1,1,0,1,High,,0,0,0,Partial,1,1,DDM
Option,Barrier Option,0,0,1,0,Medium,0.59,0,0,1,Partial,1,3,Monte-Carlo
Bond,Corporate Bond (IG),1,1,0,1,Medium,14.86,1,0,0,Full,1,2,DCF
Option,Asian Option,0,0,1,0,Medium,1.0,0,0,1,Partial,1,3,Monte-Carlo
Bond,Government Bond ETF,1,1,0,1,High,3.3721658688391907,0,0,0,Full,1,1,Mark-to-Market
Currency,FX Forward,1,0,0,0,Medium,0.7,0,0,0,Full,1,1,Forward-Pricing
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,4.01,1,0,0,Sparse,1,3,Credit-Model
Equity,Green Energy Stock,1,0,0,1,Medium,,0,0,0,Full,1,1,Relative
Option,Barrier Option,0,0,1,0,Medium,0.16,0,0,1,Partial,1,2,Monte-Carlo
Option,Asian Option,0,0,1,0,Medium,0.22,0,0,1,Sparse,1,3,Monte-Carlo
Currency,FX Spot,1,0,0,0,High,0.88,0,0,0,Full,1,1,Forward-Pricing
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Equity,Consumer Staple Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,Asian Option,0,0,1,0,Medium,1.78,0,0,1,Sparse,1,2,Monte-Carlo
Equity,Energy Major Stock,1,1,0,1,Medium,,0,0,0,Full,1,2,DDM
Option,American Call,1,0,1,1,High,1.93,0,1,0,Full,1,2,Binomial-Tree
Option,Digital Option,0,0,1,0,Low,0.13,0,0,1,Partial,1,3,Monte-Carlo
Commodity,Commodity Spot,1,0,0,1,High,1.39,0,0,0,Full,1,1,Cost-of-Carry
Currency,Major FX Forward,1,0,0,0,High,0.11,0,0,0,Full,1,2,Forward-Pricing
Option,Swaption,0,0,1,0,Medium,9.92,0,0,0,Partial,1,2,Black-Scholes
Bond,CDS,1,1,0,0,Low,2.98,1,0,0,Partial,0,2,Credit-Model
Equity,Growth Tech Stock,1,0,0,1,Medium,,0,0,0,Full,1,1,Relative
Bond,Government Bond,1,1,0,1,High,6.14,0,0,0,Full,1,2,DCF
Bond,Corporate Bond (IG),1,1,0,1,High,1.91,1,0,0,Partial,1,1,DCF
Equity,SaaS Stock,1,0,0,1,Medium,,0,0,0,Full,1,2,Relative
Derivative,Interest Rate Swap,0,1,0,0,Medium,11.4,1,0,0,Full,0,2,DCF
Equity,Consumer Staple Stock,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Option,Swaption,0,0,1,0,Medium,10.13,0,0,0,Sparse,1,2,Black-Scholes
Commodity,Agriculture,1,0,0,1,Medium,1.07,0,0,0,Full,1,2,Cost-of-Carry
Commodity,Agriculture,1,0,0,1,High,1.2,0,0,0,Partial,1,1,Cost-of-Carry
Option,Barrier Option,0,0,1,0,Low,1.65,0,0,1,Sparse,1,3,Monte-Carlo
Commodity,Agriculture,1,0,0,1,Medium,1.11,0,0,0,Full,1,2,Cost-of-Carry
Option,European Put,1,0,1,1,Medium,0.59,0,0,0,Full,1,2,Black-Scholes
Equity,E-commerce Stock,1,0,0,1,High,,0,0,0,Partial,1,1,Relative
Option,Digital Option,0,0,1,0,Low,0.97,0,0,1,Sparse,1,3,Monte-Carlo
Derivative,FX Option,0,0,1,0,Medium,1.71,0,0,0,Partial,1,3,Black-Scholes
Bond,Government Bond,1,1,0,1,High,20.08,0,0,0,Full,1,1,DCF
Bond,Corporate Bond (HY),1,1,0,1,Medium,14.56,1,0,0,Partial,1,2,Credit-Model
Derivative,Equity Index Future,1,0,0,1,High,0.85,0,0,0,Full,1,1,Forward-Pricing
Currency,Cross Currency Swap,0,1,0,0,Low,2.26,1,0,0,Partial,0,2,Forward-Pricing
Bond,Zero-Coupon Bond,1,1,0,1,Medium,8.93,0,0,0,Full,1,2,DCF
Equity,Green Energy Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Option,Swaption,0,0,1,0,Medium,3.67,0,0,0,Partial,1,3,Black-Scholes
Currency,Major FX Forward,1,0,0,0,High,0.66,0,0,0,Full,1,2,Forward-Pricing
Bond,Government Bond,1,1,0,1,High,6.63,0,0,0,Partial,1,1,DCF
Bond,Corporate Bond (HY),1,1,0,1,Low,3.82,1,0,0,Partial,1,3,Credit-Model
Option,European Call,1,0,1,1,Medium,1.22,0,0,0,Full,1,1,Black-Scholes
Commodity,Energy,1,0,0,1,Medium,0.15,0,0,0,Full,1,1,Cost-of-Carry
Bond,Convertible Bond,1,1,1,1,Medium,3.22,1,1,0,Partial,1,3,Credit-Model
Equity,Mid Cap,1,1,0,1,Medium,,0,0,0,Partial,1,1,Relative
Derivative,Commodity Future,1,0,0,1,Medium,1.43,0,0,0,Full,1,1,Cost-of-Carry
Derivative,Commodity Future,1,0,0,1,Medium,0.25,0,0,0,Full,1,1,Cost-of-Carry
Equity,Energy Major Stock,1,1,0,1,High,,0,0,0,Partial,1,2,DDM
Bond,Corporate Bond (IG),1,1,0,1,High,9.38,1,0,0,Full,1,2,DCF
Option,OTC European Option,0,0,1,0,Low,1.96,1,0,0,Partial,1,3,Black-Scholes
Equity,Index ETF,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Zero-Coupon Bond,1,1,0,1,High,25.28,0,0,0,Full,1,1,DCF
Equity,Energy Major Stock,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Option,European Call,1,0,1,1,High,0.51,0,0,0,Full,1,2,Black-Scholes
Option,Lookback Option,0,0,1,0,Medium,0.31,0,0,1,Sparse,1,3,Monte-Carlo
Bond,MBS,0,1,0,0,Low,4.75,1,0,0,Sparse,0,2,DCF
Currency,Major FX Forward,1,0,0,0,High,0.79,0,0,0,Full,1,2,Forward-Pricing
Equity,Utility Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Derivative,Equity Swap,0,1,0,0,Medium,1.99,1,0,0,Partial,1,3,DCF
Equity,Consumer Staple Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Option,American Put,1,0,1,1,High,0.1,0,1,0,Full,1,2,Binomial-Tree
Equity,Growth Tech Stock,1,0,0,1,High,,0,0,0,Partial,1,1,Relative
Option,OTC European Option,0,0,1,0,Medium,2.76,1,0,0,Partial,1,2,Black-Scholes
Bond,Municipal Bond,0,1,0,0,Medium,10.11,1,0,0,Sparse,0,2,DCF
Commodity,Commodity Spot,1,0,0,1,High,0.95,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond,1,1,0,1,High,26.42,0,0,0,Full,1,1,DCF
Option,European Option,1,0,1,1,High,1.72,0,0,0,Partial,1,1,Black-Scholes
Option,European Call,1,0,1,1,Medium,1.4,0,0,0,Partial,1,1,Black-Scholes
Equity,REIT,1,1,0,1,Medium,,0,0,0,Full,1,2,DDM
Option,European Put,1,0,1,1,High,0.56,0,0,0,Full,1,1,Black-Scholes
Equity,Consumer Staple Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Bond,Municipal Bond,0,1,0,0,Low,21.31,1,0,0,Sparse,0,2,DCF
Option,European Put,1,0,1,1,High,0.17,0,0,0,Full,1,1,Black-Scholes
Option,European Call,1,0,1,1,Medium,0.1,0,0,0,Full,1,2,Black-Scholes
Bond,Municipal Bond,0,1,0,0,Low,25.15,1,0,0,Sparse,0,2,DCF
Bond,Government Bond,1,1,0,1,High,21.29,0,0,0,Full,1,1,DCF
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,19.88,1,0,0,Partial,1,3,Credit-Model
Option,American Put,1,0,1,1,High,0.96,0,1,0,Full,1,1,Binomial-Tree
Bond,Zero-Coupon Bond,1,1,0,1,Medium,7.82,0,0,0,Full,1,1,DCF
Option,American Call,1,0,1,1,Medium,1.35,0,1,0,Full,1,2,Binomial-Tree
Equity,Consumer Staple Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Currency,Major FX Forward,1,0,0,0,Medium,0.36,0,0,0,Full,1,1,Forward-Pricing
Equity,Biotech Stock,1,0,0,1,Medium,,0,0,0,Full,1,1,Relative
Commodity,Commodity Spot,1,0,0,1,High,1.13,0,0,0,Full,1,1,Cost-of-Carry
Bond,MBS,0,1,0,0,Low,12.47,1,0,0,Partial,0,2,DCF
Option,Asian Option,0,0,1,0,Medium,2.4,0,0,1,Sparse,1,2,Monte-Carlo
Equity,Utility Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Currency,Major FX Forward,1,0,0,0,High,0.92,0,0,0,Full,1,2,Forward-Pricing
Equity,Energy Major Stock,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Option,Barrier Option,0,0,1,0,Low,0.68,0,0,1,Partial,1,3,Monte-Carlo
Option,Digital Option,0,0,1,0,Low,0.37,0,0,1,Partial,1,2,Monte-Carlo
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Equity,E-commerce Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Commodity,Commodity Spot,1,0,0,1,Medium,1.44,0,0,0,Full,1,1,Cost-of-Carry
Option,American Call,1,0,1,1,Medium,1.0,0,1,0,Full,1,2,Binomial-Tree
Option,European Call,1,0,1,1,High,1.18,0,0,0,Full,1,1,Black-Scholes
Equity,Consumer Staple Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Commodity,Energy,1,0,0,1,High,1.85,0,0,0,Full,1,1,Cost-of-Carry
Currency,EM FX Forward,0,0,0,0,Low,0.53,0,0,0,Partial,1,3,Forward-Pricing
Currency,EM FX Forward,0,0,0,0,Low,1.0,0,0,0,Sparse,1,3,Forward-Pricing
Bond,Government Bond,1,1,0,1,High,9.59,0,0,0,Partial,1,2,DCF
Commodity,Energy,1,0,0,1,Medium,0.68,0,0,0,Full,1,1,Cost-of-Carry
Equity,REIT,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Bond,Corporate Bond (IG),1,1,0,1,Medium,5.37,1,0,0,Partial,1,2,DCF
Equity,SaaS Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Option,American Put,1,0,1,1,High,1.18,0,1,0,Full,1,2,Binomial-Tree
Option,European Call,1,0,1,1,Medium,0.33,0,0,0,Full,1,1,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,High,12.13,1,0,0,Full,1,2,DCF
Option,Barrier Option,0,0,1,0,Low,0.59,0,0,1,Sparse,1,3,Monte-Carlo
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,12.82,1,0,0,Partial,1,3,Credit-Model
Commodity,Commodity Spot,1,0,0,1,High,0.72,0,0,0,Full,1,1,Cost-of-Carry
Derivative,Interest Rate Swap,0,1,0,0,Medium,14.17,1,0,0,Partial,0,2,DCF
Currency,EM FX Forward,0,0,0,0,Medium,0.7,0,0,0,Sparse,1,2,Forward-Pricing
Bond,Corporate Bond (IG),1,1,0,1,Medium,7.08,1,0,0,Full,1,1,DCF
Option,Asian Option,0,0,1,0,Medium,0.7,0,0,1,Partial,1,3,Monte-Carlo
Option,European Call,1,0,1,1,High,0.73,0,0,0,Partial,1,1,Black-Scholes
Derivative,Commodity Future,1,0,0,1,High,0.52,0,0,0,Full,1,2,Cost-of-Carry
Currency,Major FX Forward,1,0,0,0,Medium,1.0,0,0,0,Full,1,1,Forward-Pricing
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Currency,FX Forward,1,0,0,0,High,0.32,0,0,0,Full,1,2,Forward-Pricing
Option,European Option,1,0,1,1,Medium,1.89,0,0,0,Partial,1,2,Black-Scholes
Equity,Fintech Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Bond,Municipal Bond,0,1,0,0,Medium,20.51,1,0,0,Sparse,0,1,DCF
Equity,Green Energy Stock,1,0,0,1,Medium,,0,0,0,Partial,1,2,Relative
Equity,Blue Chip Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Corporate Bond (IG),1,1,0,1,High,9.36,1,0,0,Partial,1,2,DCF
Bond,Corporate Bond (IG),1,1,0,1,Medium,13.81,1,0,0,Full,1,2,DCF
Currency,EM FX Forward,0,0,0,0,Medium,0.16,0,0,0,Sparse,1,3,Forward-Pricing
Derivative,Equity Swap,0,1,0,0,Medium,2.36,1,0,0,Partial,1,2,DCF
Currency,EM FX Forward,0,0,0,0,Low,0.59,0,0,0,Sparse,1,2,Forward-Pricing
Bond,Convertible Bond,1,1,1,1,Medium,7.6,1,1,0,Partial,1,2,Credit-Model
Bond,Zero-Coupon Bond,1,1,0,1,Medium,20.2,0,0,0,Full,1,2,DCF
Derivative,Equity Swap,0,1,0,0,Medium,4.71,1,0,0,Partial,1,2,DCF
Bond,MBS,0,1,0,0,Low,11.94,1,0,0,Sparse,0,2,DCF
Bond,Corporate Bond (HY),1,1,0,1,Medium,13.92,1,0,0,Partial,1,2,Credit-Model
Commodity,Precious Metal Spot,1,0,0,1,High,,0,0,0,Full,1,1,Cost-of-Carry
Bond,Government Bond,1,1,0,1,Medium,23.3,0,0,0,Partial,1,2,DCF
Option,OTC European Option,0,0,1,0,Medium,0.53,1,0,0,Partial,1,2,Black-Scholes
Option,Lookback Option,0,0,1,0,Low,1.6,0,0,1,Sparse,1,3,Monte-Carlo
Bond,Government Bond,1,1,0,1,Medium,9.78,0,0,0,Partial,1,1,DCF
Equity,Consumer Staple Stock,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Derivative,FX Option,0,0,1,0,Medium,0.89,0,0,0,Partial,1,3,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,High,6.73,1,0,0,Full,1,2,DCF
Commodity,Industrial Metal,1,0,0,1,Medium,1.6,0,0,0,Full,1,2,Cost-of-Carry
Option,European Call,1,0,1,1,Medium,1.26,0,0,0,Full,1,2,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,High,2.22,1,0,0,Full,1,3,DCF
Option,Asian Option,0,0,1,0,Low,1.07,0,0,1,Sparse,1,3,Monte-Carlo
Derivative,Interest Rate Swap,0,1,0,0,High,5.8,1,0,0,Full,0,2,DCF
Option,Swaption,0,0,1,0,Medium,7.36,0,0,0,Partial,1,2,Black-Scholes
Bond,Government Bond,1,1,0,1,Medium,17.57,0,0,0,Full,1,1,DCF
Equity,E-commerce Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Option,Barrier Option,0,0,1,0,Low,1.04,0,0,1,Partial,1,3,Monte-Carlo
Equity,REIT,1,1,0,1,Medium,,0,0,0,Partial,1,2,DDM
Bond,MBS,0,1,0,0,Medium,9.93,1,0,0,Sparse,0,3,DCF
Option,American Put,1,0,1,1,High,1.17,0,1,0,Full,1,1,Binomial-Tree
Bond,Government Bond,1,1,0,1,High,13.28,0,0,0,Full,1,2,DCF
Option,Barrier Option,0,0,1,0,Low,0.55,0,0,1,Sparse,1,3,Monte-Carlo
Bond,Sovereign Emerging Bond,1,1,0,1,Medium,27.32,1,0,0,Sparse,1,2,Credit-Model
Derivative,FX Option,0,0,1,0,Low,0.75,0,0,0,Partial,1,2,Black-Scholes
Currency,FX Forward,1,0,0,0,High,0.66,0,0,0,Full,1,1,Forward-Pricing
Currency,Major FX Forward,1,0,0,0,High,0.23,0,0,0,Full,1,1,Forward-Pricing
Option,OTC European Option,0,0,1,0,Medium,1.28,1,0,0,Partial,1,3,Black-Scholes
Option,Digital Option,0,0,1,0,Low,0.35,0,0,1,Partial,1,2,Monte-Carlo
Derivative,FX Option,0,0,1,0,Low,1.59,0,0,0,Partial,1,3,Black-Scholes
Bond,Government Bond,1,1,0,1,High,5.06,0,0,0,Full,1,1,DCF
Commodity,Industrial Metal,1,0,0,1,High,0.93,0,0,0,Partial,1,2,Cost-of-Carry
Currency,Major FX Forward,1,0,0,0,High,0.1,0,0,0,Full,1,1,Forward-Pricing
Bond,Floating Rate Note,1,1,0,1,Medium,6.33,0,0,0,Partial,1,2,DCF
Bond,Municipal Bond,0,1,0,0,Low,28.31,1,0,0,Sparse,0,3,DCF
Bond,Corporate Bond (IG),1,1,0,1,Medium,17.02,1,0,0,Full,1,1,DCF
Option,American Call,1,0,1,1,Medium,0.83,0,1,0,Full,1,1,Binomial-Tree
Bond,Corporate Bond (IG),1,1,0,1,Medium,12.26,1,0,0,Partial,1,1,DCF
Option,European Option,1,0,1,1,High,1.59,0,0,0,Partial,1,1,Black-Scholes
Bond,Government Bond,1,1,0,1,High,11.85,0,0,0,Partial,1,2,DCF
Equity,Biotech Stock,1,0,0,1,Medium,,0,0,0,Partial,1,2,Relative
Derivative,Equity Swap,0,1,0,0,Low,1.04,1,0,0,Partial,1,2,DCF
Bond,Municipal Bond,0,1,0,0,Medium,23.26,1,0,0,Sparse,0,3,DCF
Bond,Government Bond,1,1,0,1,High,24.09,0,0,0,Full,1,1,DCF
Derivative,Equity Swap,0,1,0,0,Medium,0.61,1,0,0,Partial,1,2,DCF
Derivative,Equity Swap,0,1,0,0,Low,1.84,1,0,0,Sparse,1,3,DCF
Commodity,Commodity Spot,1,0,0,1,Low,1.54,0,0,0,Partial,1,1,Cost-of-Carry
Option,European Put,1,0,1,1,Medium,0.2,0,0,0,Full,1,2,Black-Scholes
Option,Asian Option,0,0,1,0,Medium,0.13,0,0,1,Partial,1,3,Monte-Carlo
Bond,Zero-Coupon Bond,1,1,0,1,High,26.15,0,0,0,Full,1,2,DCF
Equity,Large Cap Stock,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Bond,Corporate Bond (HY),1,1,0,1,Low,7.08,1,0,0,Sparse,1,2,Credit-Model
Option,American Call,1,0,1,1,High,1.78,0,1,0,Full,1,1,Binomial-Tree
Option,Lookback Option,0,0,1,0,Medium,1.55,0,0,1,Full,1,2,Monte-Carlo
Currency,FX Forward,1,0,0,0,Medium,0.1,0,0,0,Full,1,1,Forward-Pricing
Bond,Government Bond,1,1,0,1,High,11.33,0,0,0,Partial,1,2,DCF
Bond,Zero-Coupon Bond,1,1,0,1,Medium,25.43,0,0,0,Full,1,1,DCF
Commodity,Precious Metal,1,0,0,1,High,0.6,0,0,0,Full,1,1,Cost-of-Carry
Bond,Sovereign Emerging Bond,1,1,0,1,Low,16.55,1,0,0,Partial,1,2,Credit-Model
Bond,Sovereign Emerging Bond,1,1,0,1,Low,16.73,1,0,0,Sparse,1,2,Credit-Model
Bond,CDS,0,1,0,0,Medium,8.02,1,0,0,Sparse,0,2,Credit-Model
Commodity,Commodity Spot,1,0,0,1,Medium,1.78,0,0,0,Full,1,1,Cost-of-Carry
Option,European Call,1,0,1,1,High,1.97,0,0,0,Full,1,1,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,Medium,10.13,1,0,0,Full,1,2,DCF
Equity,Index ETF,1,1,0,1,High,,0,0,0,Full,1,1,Mark-to-Market
Derivative,Interest Rate Swap,0,1,0,0,Low,22.46,1,0,0,Full,0,2,DCF
Derivative,Interest Rate Swap,0,1,0,0,Medium,20.81,1,0,0,Full,0,2,DCF
Bond,Floating Rate Note,1,1,0,1,High,3.22,0,0,0,Full,1,2,DCF
Option,OTC European Option,0,0,1,0,Low,2.02,1,0,0,Partial,1,3,Black-Scholes
Bond,Corporate Bond (IG),1,1,0,1,Medium,11.32,1,0,0,Partial,1,1,DCF
Option,Swaption,0,0,1,0,High,2.65,0,0,0,Full,1,2,Black-Scholes
Currency,Cross Currency Swap,0,1,0,0,Medium,4.57,1,0,0,Partial,0,2,Forward-Pricing
Bond,Municipal Bond,0,1,0,0,High,20.23,1,0,0,Partial,0,3,DCF
Currency,FX Forward,1,0,0,0,High,0.69,0,0,0,Full,1,2,Forward-Pricing
Equity,Small Cap,1,1,0,1,Low,,0,0,0,Partial,1,1,Relative
Bond,Government Bond,1,1,0,1,High,3.19,0,0,0,Full,1,2,DCF
Option,European Put,1,0,1,1,Low,0.85,0,0,0,Full,1,1,Black-Scholes
Equity,REIT,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Option,Lookback Option,0,0,1,0,Low,1.54,0,0,1,Sparse,1,3,Monte-Carlo
Option,European Put,1,0,1,1,High,1.64,0,0,0,Full,1,1,Black-Scholes
Currency,Major Currency Pair,1,0,0,1,High,,0,0,0,Full,1,1,Forward-Pricing
Currency,EM FX Forward,0,0,0,0,Medium,0.58,0,0,0,Partial,1,3,Forward-Pricing
Option,Lookback Option,0,0,1,0,Low,0.44,0,0,1,Sparse,1,3,Monte-Carlo
Commodity,Agriculture,1,0,0,1,Medium,0.65,0,0,0,Full,1,1,Cost-of-Carry
Equity,SaaS Stock,1,0,0,1,Medium,,0,0,0,Partial,1,2,Relative
Bond,Corporate Bond (IG),1,1,0,1,High,4.85,1,0,0,Full,1,1,DCF
Equity,Green Energy Stock,1,0,0,1,High,,0,0,0,Full,1,1,Relative
Bond,Convertible Bond,1,1,1,1,Low,8.3,1,1,0,Sparse,1,3,Credit-Model
Option,American Option,1,0,1,1,High,0.55,0,1,0,Full,1,2,Binomial-Tree
Commodity,Commodity Forward,1,0,0,1,Medium,0.72,0,0,0,Full,1,2,Cost-of-Carry
Derivative,FX Option,0,0,1,0,Medium,1.82,0,0,0,Partial,1,3,Black-Scholes
Bond,CDS,1,1,0,0,Low,8.59,1,0,0,Sparse,0,3,Credit-Model
Derivative,Interest Rate Swap,0,1,0,0,Medium,13.05,1,0,0,Full,0,2,DCF
Option,Swaption,0,0,1,0,Medium,1.52,0,0,0,Partial,1,2,Black-Scholes
Derivative,Commodity Future,1,0,0,1,High,0.38,0,0,0,Full,1,2,Cost-of-Carry
Equity,REIT,1,1,0,1,High,,0,0,0,Full,1,1,DDM
Bond,Corporate Bond (IG),1,1,0,1,High,13.39,1,0,0,Partial,1,1,DCF
Bond,Government Bond,1,1,0,1,Medium,19.74,0,0,0,Partial,1,2,DCF
Option,American Call,1,0,1,1,Medium,0.52,0,1,0,Full,1,2,Binomial-Tree
Option,OTC European Option,0,0,1,0,Low,0.59,1,0,0,Partial,1,2,Black-Scholes
Commodity,Agriculture,1,0,0,1,Medium,1.19,0,0,0,Full,1,2,Cost-of-Carry
Currency,EM FX Forward,0,0,0,0,Low,0.7,0,0,0,Sparse,1,3,Forward-Pricing
Bond,Corporate Bond (HY),1,1,0,1,Low,8.14,1,0,0,Sparse,1,2,Credit-Model
Option,Swaption,0,0,1,0,Low,2.67,0,0,0,Partial,1,2,Black-Scholes
Option,Asian Option,0,0,1,0,Low,0.15,0,0,1,Partial,1,2,Monte-Carlo
Commodity,Precious Metal Spot,1,0,0,1,High,,0,0,0,Full,1,1,Cost-of-Carry
Bond,Corporate Bond (IG),1,1,0,1,High,12.56,1,0,0,Partial,1,1,DCF
Equity,Consumer Staple Stock,1,1,0,1,Medium,,0,0,0,Full,1,1,DDM
Currency,EM FX Forward,0,0,0,0,Medium,0.54,0,0,0,Sparse,1,3,Forward-Pricing
Bond,CDS,1,1,0,0,Medium,5.22,1,0,0,Sparse,0,2,Credit-Model
Equity,Growth Tech Stock,1,0,0,1,Medium,,0,0,0,Full,1,2,Relative
Bond,Government Bond,1,1,0,1,High,2.92,0,0,0,Full,1,2,DCF
Option,Barrier Option,0,0,1,0,Low,1.82,0,0,1,Partial,1,3,Monte-Carlo
Option,European Put,1,0,1,1,High,0.96,0,0,0,Full,1,2,Black-Scholes
Bond,Zero-Coupon Bond,1,1,0,1,High,8.45,0,0,0,Full,1,2,DCF
Equity,SaaS Stock,1,0,0,1,Medium,,0,0,0,Full,1,2,Relative
Equity,Utility Stock,1,1,0,1,High,,0,0,0,Full,1,2,DDM
Derivative,Interest Rate Swap,0,1,0,0,High,12.05,1,0,0,Partial,0,2,DCF
Derivative,Interest Rate Swap,0,1,0,0,High,24.82,1,0,0,Full,0,2,DCF
Bond,Corporate Bond (IG),1,1,0,1,Medium,22.39,1,0,0,Full,1,1,DCF
Bond,Government Bond,1,1,0,1,High,7.84,0,0,0,Full,1,1,DCF
Commodity,Energy,1,0,0,1,Medium,1.31,0,0,0,Full,1,1,Cost-of-Carry
Option,European Put,1,0,1,1,High,0.1,0,0,0,Full,1,1,Black-Scholes
Bond,Government Bond,1,1,0,1,High,16.58,0,0,0,Partial,1,1,DCF
Option,American Put,1,0,1,1,Medium,0.53,0,1,0,Full,1,1,Binomial-Tree
Option,OTC Equity Option,0,0,1,0,Medium,1.44,0,0,0,Partial,1,3,Black-Scholes
Equity,Fintech Stock,1,0,0,1,High,,0,0,0,Full,1,2,Relative
Bond,Treasury Bill,1,1,0,1,High,0.86,0,0,0,Full,1,1,DCF
Equity,E-commerce Stock,1,0,0,1,Medium,,0,0,0,Partial,1,1,Relative
Bond,Municipal Bond,0,1,0,0,Medium,15.08,1,0,0,Sparse,0,3,DCF
Option,European Call,1,0,1,1,High,1.52,0,0,0,Full,1,2,Black-Scholes
Option,European Put,1,0,1,1,High,0.75,0,0,0,Full,1,2,Black-Scholes
Bond,Government Bond,1,1,0,1,Medium,4.35,0,0,0,Full,1,2,DCF
Option,European Call,1,0,1,1,Medium,0.09,0,0,0,Full,1,1,Black-Scholes
Commodity,Commodity Spot,1,0,0,1,High,0.26,0,0,0,Full,1,1,Cost-of-Carry
Option,Asian Option,0,0,1,0,Medium,0.83,0,0,1,Sparse,1,2,Monte-Carlo
Derivative,Equity Index Future,1,0,0,1,High,0.5,0,0,0,Full,1,1,Forward-Pricing
Option,European Put,1,0,1,1,High,0.38,0,0,0,Full,1,1,Black-Scholes
