asset_class,asset_subclass,has_market_price,has_cash_flows,has_options_features,is_exchange_traded,liquidity,maturity_years,has_credit_risk,has_early_exercise,is_path_dependent,data_availability,volatility_available,ifrs_level,recommended_method,risk_free_rate_3m,yield_10y,yield_curve_slope,implied_volatility_atm,iv_skew,beta,pe_ratio,dividend_yield,market_cap,debt_to_equity,duration_estimate,credit_spread_asset,convenience_yield,storage_cost_pct,asset_class_encoded,asset_subclass_encoded
Commodity,Industrial Metal,1,0,0,1,1,0.92,0,0,0,1,1,2,Cost-of-Carry,3.8333431651157297,4.50042783102069,0.27389102014736727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03523695222364817,0.0065706516903960635,1,44
Bond,Government Bond,1,1,0,1,2,7.95,0,0,0,1,1,1,DCF,3.8349320899823414,4.439046707768719,0.28040092988387744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.478782701407597,0.018894759282746754,0.0,0.0,0,38
Currency,EM FX Forward,0,0,0,0,0,0.47,0,0,0,0,1,3,Forward-Pricing,3.8285743607130778,4.454725308478257,0.3192574793033826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23
Bond,Corporate Bond (IG),1,1,0,1,1,20.71,1,0,0,2,1,2,DCF,3.7932555312270235,4.432886679182994,0.2867888643431265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.811646645766178,1.6957400143679666,0.0,0.0,0,19
Bond,Corporate Bond (IG),1,1,0,1,1,16.96,1,0,0,2,1,2,DCF,3.8294922592851477,4.429930066464983,0.2636968128560466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.858643876944624,3.063058291524552,0.0,0.0,0,19
Currency,FX Spot,1,0,0,0,2,0.79,0,0,0,2,1,1,Forward-Pricing,3.8311534085203705,4.494505034922855,0.26851925987470765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,34
Commodity,Commodity Spot,1,0,0,1,2,1.67,0,0,0,2,1,1,Cost-of-Carry,3.877171086454093,4.463814180685808,0.24891697206817065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05183748967011193,0.012559805329798796,1,14
Derivative,FX Option,0,0,1,0,0,0.24,0,0,0,1,1,3,Black-Scholes,3.8263162875244414,4.462981038092699,0.3169407189589255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,33
Option,Asian Option,0,0,1,0,1,1.65,0,0,1,0,1,3,Monte-Carlo,3.835774631605689,4.422172147956909,0.30207739450887044,1.0000000000000003e-05,0.06444069421756832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4
Bond,CDS,1,1,0,0,1,7.09,1,0,0,1,0,3,Credit-Model,3.829335269610145,4.4679999329548155,0.27166426072544186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.174784061723976,3.893002862985626,0.0,0.0,0,10
Derivative,Equity Swap,0,1,0,0,0,1.21,1,0,0,1,1,2,DCF,3.807619815579586,4.485810509395662,0.3136164023753351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,28
Commodity,Precious Metal Spot,1,0,0,1,2,-1.0,0,0,0,2,1,1,Cost-of-Carry,3.851885056897963,4.485633338456475,0.28264800089909914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03732661396001018,0.008291086152267016,1,59
Derivative,Interest Rate Swap,0,1,0,0,2,20.75,1,0,0,2,0,2,DCF,3.844399517575952,4.474903831020217,0.2613830716476832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Derivative,Equity Swap,0,1,0,0,1,1.65,1,0,0,1,1,3,DCF,3.8451482617858743,4.434812471619622,0.2881290508103955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,28
Bond,CDS,1,1,0,0,1,8.31,1,0,0,0,0,3,Credit-Model,3.8125852302406806,4.466982652203404,0.2779728694359326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.676488206709066,1.6188014273362525,0.0,0.0,0,10
Bond,Corporate Bond (HY),1,1,0,1,2,4.73,1,0,0,1,1,3,Credit-Model,3.856863511054426,4.474887144618628,0.28675713556552757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8442874462115633,2.414998314969522,0.0,0.0,0,18
Bond,Corporate Bond (HY),1,1,0,1,0,12.81,1,0,0,1,1,3,Credit-Model,3.8031545521475283,4.419983908052517,0.24261816280687523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.928655724113597,3.9378182003128983,0.0,0.0,0,18
Commodity,Energy,1,0,0,1,2,0.41,0,0,0,2,1,1,Cost-of-Carry,3.8412383133462753,4.434995465109957,0.2537937168560542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018311794988605593,0.010887983756476372,1,25
Bond,Corporate Bond (HY),1,1,0,1,0,8.51,1,0,0,1,1,2,Credit-Model,3.871947225234261,4.479805908274879,0.2997694166024631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.983570796587081,3.625563357661598,0.0,0.0,0,18
Option,American Put,1,0,1,1,1,0.57,0,1,0,2,1,1,Binomial-Tree,3.8110312293737474,4.479535820819784,0.3038627498312807,0.2500075,0.06499589331462746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3
Currency,Major Currency Pair,1,0,0,1,2,-1.0,0,0,0,2,1,1,Forward-Pricing,3.819155398478107,4.425466598350242,0.29830225453936066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,51
Bond,Corporate Bond (HY),1,1,0,1,0,6.59,1,0,0,0,1,2,Credit-Model,3.831908323641428,4.477728978541703,0.3143729380717367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.254661651929088,4.998172985582053,0.0,0.0,0,18
Option,Asian Option,0,0,1,0,1,0.57,0,0,1,1,1,2,Monte-Carlo,3.820358441223675,4.4621252658011255,0.2815473659642768,0.2500075,0.05228263513729308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4
Bond,Municipal Bond,0,1,0,0,0,24.75,1,0,0,1,0,3,DCF,3.8003047952950837,4.47741649968774,0.28014166725660816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.37170292244346,1.6939229583830753,0.0,0.0,0,55
Commodity,Energy,1,0,0,1,2,0.8,0,0,0,2,1,1,Cost-of-Carry,3.8313129809675353,4.445850174487423,0.25173586197552333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020115778636145047,0.016156446237311807,1,25
Option,Lookback Option,0,0,1,0,0,1.84,0,0,1,2,1,3,Monte-Carlo,3.809656883882145,4.474387591971524,0.2583893711830735,1.0000000000000003e-05,0.07706041419752327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,49
Commodity,Precious Metal Spot,1,0,0,1,2,-1.0,0,0,0,2,1,1,Cost-of-Carry,3.8390692950466634,4.478817381671029,0.23023478155380855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014524848594410243,0.020321485738826136,1,59
Equity,REIT,1,1,0,1,1,-1.0,0,0,0,1,1,1,DDM,3.8123930259144228,4.452165230939338,0.26357027975264546,0.0,0.0,1.3704125057371954,12.776061241207323,0.8357850853859321,1420344034015.7732,75.5700218568012,0.0,0.0,0.0,0.0,4,62
Bond,Corporate Bond (HY),1,1,0,1,0,3.85,1,0,0,1,1,2,Credit-Model,3.8596812438560866,4.460395881779664,0.2288294782233346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0475749690643728,2.3763412471975625,0.0,0.0,0,18
Option,American Call,1,0,1,1,1,1.71,0,1,0,2,1,1,Binomial-Tree,3.815000699451761,4.445537967662046,0.2916193234172735,1.0000000000000003e-05,0.07820899030018834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
Currency,EM FX Forward,0,0,0,0,0,0.93,0,0,0,1,1,3,Forward-Pricing,3.823832521964661,4.496831548555695,0.2777679773710086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23
Option,American Call,1,0,1,1,1,0.11,0,1,0,1,1,1,Binomial-Tree,3.8455788547126297,4.457317935753036,0.22947661507207778,0.2500075,0.04838109897634139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
Commodity,Agriculture,1,0,0,1,2,1.3,0,0,0,2,1,2,Cost-of-Carry,3.8064289483402898,4.439438857548549,0.2662027261567299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03729682373212941,0.007450189256390089,1,0
Bond,CDS,1,1,0,0,0,4.54,1,0,0,0,0,2,Credit-Model,3.834355857747669,4.444037082120593,0.30935311244696956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.125472081761447,1.7923617852632856,0.0,0.0,0,10
Commodity,Energy,1,0,0,1,2,0.94,0,0,0,2,1,1,Cost-of-Carry,3.8550317837445087,4.462826984405469,0.2674866769832847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03444402169991791,0.0195249105445876,1,25
Option,European Put,1,0,1,1,1,1.4,0,0,0,2,1,1,Black-Scholes,3.7992166960581524,4.476799285130655,0.25003258112723975,0.2500075,0.06060370652631514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Equity,Blue Chip Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.8335357383908932,4.430211061353143,0.23428995461389476,0.0,0.0,0.6503060327932554,20.5121943598161,1.7900206643948315,416883087780.394,18.20938467254885,0.0,0.0,0.0,0.0,4,9
Option,Asian Option,0,0,1,0,0,0.62,0,0,1,2,1,3,Monte-Carlo,3.8349767555098575,4.501202818065616,0.23488706775112178,0.500005,0.06773818681630969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4
Currency,FX Forward,1,0,0,0,2,0.29,0,0,0,2,1,2,Forward-Pricing,3.8449719079945353,4.46688345905744,0.2807115993571196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,32
Option,European Call,1,0,1,1,2,1.82,0,0,0,2,1,1,Black-Scholes,3.8063123938866847,4.470401968197218,0.2613225475535047,0.062509375,0.03976733068476547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29
Option,Digital Option,0,0,1,0,1,0.33,0,0,1,0,1,3,Monte-Carlo,3.804713255859436,4.457832673172738,0.2629801171680108,1.0000000000000003e-05,0.05885547019398544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21
Equity,E-commerce Stock,1,0,0,1,1,-1.0,0,0,0,1,1,1,Relative,3.8399951809815636,4.46042947497193,0.2614050667311202,0.0,0.0,1.0142293826202622,20.142471934403094,0.49170138090041005,72254757974.7465,25.59948569176134,0.0,0.0,0.0,0.0,4,22
Bond,Government Bond,1,1,0,1,2,28.74,0,0,0,2,1,2,DCF,3.835687256492416,4.456693286024219,0.2671952010107047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.711181485946927,0.08918520498251448,0.0,0.0,0,38
Bond,Government Bond,1,1,0,1,1,28.06,0,0,0,2,1,1,DCF,3.834796938084123,4.482696850109503,0.24545674002593862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.165040934572954,0.09766360159945847,0.0,0.0,0,38
Derivative,Interest Rate Swap,0,1,0,0,1,24.7,1,0,0,1,0,2,DCF,3.8366344832118675,4.4598231924997895,0.27632209987378714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,45
Equity,E-commerce Stock,1,0,0,1,2,-1.0,0,0,0,2,1,1,Relative,3.816977526581772,4.477105219872387,0.2415458751248657,0.0,0.0,0.6003371429014724,10.694837383858243,3.833172989490604,4345820074262.6597,17.858902137772983,0.0,0.0,0.0,0.0,4,22
Option,American Call,1,0,1,1,1,0.34,0,1,0,2,1,2,Binomial-Tree,3.8344476583006335,4.450325200229237,0.2548831508391745,0.2500075,0.04206138566479789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
Bond,Municipal Bond,0,1,0,0,0,18.01,1,0,0,0,0,3,DCF,3.8356123378636693,4.464362783781365,0.29021655395330204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.37286762517128,1.9766206966842104,0.0,0.0,0,55
Bond,CDS,1,1,0,0,0,3.41,1,0,0,0,0,2,Credit-Model,3.8163201703447953,4.4420725763234605,0.27752409999450334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.198410343965729,1.7828399290368622,0.0,0.0,0,10
Option,European Call,1,0,1,1,1,0.81,0,0,0,2,1,2,Black-Scholes,3.865729581888422,4.487128579585855,0.28371363692402723,1.0000000000000003e-05,0.0652680065941095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29
Equity,Banking Stock,1,1,0,1,1,-1.0,0,0,0,2,1,1,DDM,3.839073900435461,4.441407436531963,0.3130077678563573,0.0,0.0,1.2752208203458628,74.31786952189366,3.0305194772110573,2697612175531.8945,163.7720690296304,0.0,0.0,0.0,0.0,4,5
Bond,Corporate Bond (IG),1,1,0,1,1,18.49,1,0,0,2,1,1,DCF,3.8071865380285694,4.452752958392972,0.26880691979390964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.661999843791632,4.956379492824494,0.0,0.0,0,19
Commodity,Precious Metal Spot,1,0,0,1,2,-1.0,0,0,0,2,1,1,Cost-of-Carry,3.8425730016053374,4.45297638280226,0.2704292052004991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018663851473801993,0.02446132632021948,1,59
Bond,Convertible Bond,1,1,1,1,0,5.25,1,1,0,1,1,2,Credit-Model,3.811334846015147,4.452106884054874,0.26471358088299274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3737334778926495,3.585406256475819,0.0,0.0,0,17
Bond,Municipal Bond,0,1,0,0,1,10.91,1,0,0,1,0,3,DCF,3.845072670161668,4.476111655658578,0.26113171705215665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.727352582463656,1.338569221343775,0.0,0.0,0,55
Bond,Corporate Bond (IG),1,1,0,1,2,28.42,1,0,0,1,1,1,DCF,3.8521871053379915,4.452938531846373,0.24978818345212384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.661054552498186,3.082254189708373,0.0,0.0,0,19
Currency,Major Currency Pair,1,0,0,1,2,-1.0,0,0,0,2,1,1,Forward-Pricing,3.8142839336035648,4.491084517031066,0.2716812962239166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,51
Derivative,FX Option,0,0,1,0,1,0.35,0,0,0,1,1,3,Black-Scholes,3.848448652875029,4.441748005579297,0.2771009721319227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,33
Bond,Corporate Bond (IG),1,1,0,1,1,16.07,1,0,0,1,1,2,DCF,3.837904754750834,4.463777117579722,0.2782154067838575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4134664873465,1.331282095362798,0.0,0.0,0,19
Bond,Floating Rate Note,1,1,0,1,1,1.56,0,0,0,1,1,2,DCF,3.8457424520638948,4.442699972438329,0.27128727653734114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1776767332844253,0.2518973954771424,0.0,0.0,0,36
Bond,Convertible Bond,1,1,1,1,1,9.85,1,1,0,1,1,2,Credit-Model,3.8663235856178226,4.469387693050452,0.2885234160963992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.937952386893813,2.5621190541464496,0.0,0.0,0,17
Bond,Corporate Bond (IG),1,1,0,1,1,11.99,1,0,0,2,1,2,DCF,3.825300817578545,4.459644321088418,0.2705887338148473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.761207985022967,3.560564363936153,0.0,0.0,0,19
Commodity,Energy,1,0,0,1,2,1.36,0,0,0,2,1,1,Cost-of-Carry,3.815565952452554,4.456542116403224,0.26181396223532033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041436353889232745,0.027994590946982485,1,25
Option,Digital Option,0,0,1,0,0,0.92,0,0,1,0,1,3,Monte-Carlo,3.8129657986726713,4.486502991753029,0.25146023636050924,1.0000000000000003e-05,0.05945289600108432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21
Bond,Corporate Bond (HY),1,1,0,1,1,3.44,1,0,0,1,1,2,Credit-Model,3.814377233042912,4.445408176275471,0.239020495768441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.048639390293616,1.1898169520876958,0.0,0.0,0,18
Option,Swaption,0,0,1,0,1,5.44,0,0,0,1,1,3,Black-Scholes,3.8285235022647197,4.4730792880148815,0.2992083035587293,0.500005,0.054855473132434905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,66
Equity,E-commerce Stock,1,0,0,1,2,-1.0,0,0,0,2,1,1,Relative,3.836533060317739,4.442852193947353,0.25601890749025297,0.0,0.0,0.9672949705371278,31.140119250418227,2.2691946449378504,327439156879.9727,53.4019980639941,0.0,0.0,0.0,0.0,4,22
Commodity,Energy,1,0,0,1,2,1.45,0,0,0,2,1,1,Cost-of-Carry,3.83529862880717,4.462512879963576,0.2514866571342537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02491252322212325,0.0102161398650891,1,25
Equity,Index ETF,1,1,0,1,2,-1.0,0,0,0,2,1,1,Mark-to-Market,3.8458405592190403,4.433338670180617,0.26164923543346014,0.0,0.0,0.25534098953120477,285.4200501545283,1.921715944562099,279512539756.7878,123.31275558160341,0.0,0.0,0.0,0.0,4,43
Option,European Put,1,0,1,1,1,0.82,0,0,0,2,1,1,Black-Scholes,3.8302489862294617,4.44522586763736,0.26443222426932367,0.12500875,0.04292414997840835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Derivative,Commodity Future,1,0,0,1,2,0.83,0,0,0,2,1,1,Cost-of-Carry,3.8578351775775626,4.458168210083725,0.302770248718055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13
Option,European Put,1,0,1,1,2,0.21,0,0,0,2,1,2,Black-Scholes,3.824931821643493,4.500466676431305,0.2634370579381762,1.0000000000000003e-05,0.052607145923247084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Bond,CDS,1,1,0,0,1,8.96,1,0,0,1,0,3,Credit-Model,3.8820912395401916,4.462247926311253,0.3226676713080324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.787705691822649,1.1855035084565908,0.0,0.0,0,10
Commodity,Agriculture,1,0,0,1,1,0.9,0,0,0,2,1,1,Cost-of-Carry,3.8419815297097,4.496899103443827,0.2712739440930632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017084366454270583,0.027304494017664323,1,0
Bond,CDS,1,1,0,0,1,6.63,1,0,0,1,0,3,Credit-Model,3.8135854327946284,4.464913209404707,0.3111405649794247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.483379460718791,2.0023916968460984,0.0,0.0,0,10
Option,Digital Option,0,0,1,0,0,0.24,0,0,1,0,1,3,Monte-Carlo,3.8094924086621296,4.451368021348209,0.287878585628614,1.0000000000000003e-05,0.06378513386785098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21
Equity,Green Energy Stock,1,0,0,1,1,-1.0,0,0,0,2,1,2,Relative,3.8392393467519073,4.494327650453996,0.2772207483968948,0.0,0.0,1.3855056907194092,41.81634400413146,1.800128581942931,403873401939.456,18.587120592878083,0.0,0.0,0.0,0.0,4,40
Bond,Floating Rate Note,1,1,0,1,2,5.03,0,0,0,1,1,2,DCF,3.82572068766101,4.469745492972237,0.3015569626647493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.570960521753468,0.45792880044279083,0.0,0.0,0,36
Currency,EM FX Forward,0,0,0,0,1,0.89,0,0,0,0,1,2,Forward-Pricing,3.843673109461863,4.445667308456415,0.29244459587880556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23
Option,European Call,1,0,1,1,1,1.4,0,0,0,2,1,2,Black-Scholes,3.839062500510584,4.470493743544627,0.28269358168372133,0.500005,0.05818346285220649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29
Bond,Corporate Bond (HY),1,1,0,1,0,3.58,1,0,0,0,1,2,Credit-Model,3.828605326322621,4.45347513707706,0.3163518801954334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.927722973349455,3.636284875353021,0.0,0.0,0,18
Equity,Consumer Staple Stock,1,1,0,1,2,-1.0,0,0,0,2,1,1,DDM,3.8137839002989904,4.41564453742538,0.2600321457609271,0.0,0.0,1.6692249798762713,75.11104324437495,2.879156346386086,146249178801.22052,42.29535954067685,0.0,0.0,0.0,0.0,4,16
Equity,REIT,1,1,0,1,2,-1.0,0,0,0,1,1,2,DDM,3.800990675647266,4.480872201451623,0.25010172648076495,0.0,0.0,0.659819706762344,36.30325531285165,3.001779900960804,6061880194.795889,160.84290125464142,0.0,0.0,0.0,0.0,4,62
Bond,Municipal Bond,0,1,0,0,1,4.58,1,0,0,0,0,2,DCF,3.8214492386679164,4.484417029440815,0.2564753851637605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.654909462499906,4.698281988578824,0.0,0.0,0,55
Commodity,Commodity Spot,1,0,0,1,1,1.79,0,0,0,2,1,1,Cost-of-Carry,3.846400036911295,4.500986107268828,0.3050454638016707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03253479017153496,0.026776359569505876,1,14
Bond,Treasury Bill,1,1,0,1,2,0.57,0,0,0,2,1,1,DCF,3.8340998952000938,4.469413804335955,0.29901520042172147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5084659889503851,0.06514139936106073,0.0,0.0,0,68
Option,Asian Option,0,0,1,0,0,1.97,0,0,1,0,1,3,Monte-Carlo,3.8061441023876657,4.45445346764296,0.25949476201039184,0.0312596875,0.07051847234588819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4
Option,Digital Option,0,0,1,0,1,0.09,0,0,1,1,1,2,Monte-Carlo,3.83331641473005,4.478620264230543,0.22290697424812225,0.2500075,0.0698707493855433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,21
Commodity,Energy,1,0,0,1,1,1.21,0,0,0,2,1,1,Cost-of-Carry,3.8373788278218073,4.4789509941466115,0.26588309927242515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057197987972231114,0.0120450565807129,1,25
Bond,Corporate Bond (IG),1,1,0,1,2,18.85,1,0,0,1,1,3,DCF,3.8130741300967483,4.496533670383942,0.24973471382817414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.59955509990529,2.0872070005641152,0.0,0.0,0,19
Bond,Floating Rate Note,1,1,0,1,2,0.59,0,0,0,2,1,1,DCF,3.832943835778857,4.459004804005618,0.2601212805702105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445481791835614,0.016834590597433752,0.0,0.0,0,36
Bond,CDS,1,1,0,0,0,9.89,1,0,0,1,0,2,Credit-Model,3.8311146969582413,4.456307588911742,0.2489118190450812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.209331121125071,4.825905654690262,0.0,0.0,0,10
Option,European Put,1,0,1,1,2,1.19,0,0,0,2,1,1,Black-Scholes,3.8081121187965437,4.444043359439385,0.2378092384604191,1.0000000000000003e-05,0.0694461112854573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Bond,Convertible Bond,1,1,1,1,2,10.77,1,1,0,1,1,2,Credit-Model,3.8368516279506695,4.471985404533972,0.3076640873666176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.125377133258336,3.1932427324077928,0.0,0.0,0,17
Currency,Major FX Forward,1,0,0,0,1,0.83,0,0,0,2,1,2,Forward-Pricing,3.840739023679952,4.425473764798452,0.2563266359211312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52
Currency,Major FX Forward,1,0,0,0,1,0.62,0,0,0,2,1,2,Forward-Pricing,3.8507404313068068,4.4773067484148354,0.29825335606518294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,52
Option,European Put,1,0,1,1,2,1.49,0,0,0,2,1,1,Black-Scholes,3.8501803092964684,4.4731087232176066,0.2655725818030624,1.0000000000000003e-05,0.05321547723644533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,31
Option,Asian Option,0,0,1,0,0,2.48,0,0,1,1,1,2,Monte-Carlo,3.803617631603622,4.473047065514822,0.2473839159089507,1.0000000000000003e-05,0.06154291698932528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4
Bond,Corporate Bond (IG),1,1,0,1,0,13.01,1,0,0,2,1,1,DCF,3.8120406504856255,4.463082422773991,0.2801813677985796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.988563917557322,3.0111129505085534,0.0,0.0,0,19
Option,OTC European Option,0,0,1,0,2,2.89,1,0,0,2,1,3,Black-Scholes,3.8398629253670458,4.494185414919943,0.262178862861341,0.2500075,0.04894082166116853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,57
Equity,SaaS Stock,1,0,0,1,1,-1.0,0,0,0,2,1,2,Relative,3.839839000959969,4.479445454279019,0.26585797788673465,0.0,0.0,0.3785578939480963,39.96424893613557,2.865802933054694,151152127325.59747,69.58933938783963,0.0,0.0,0.0,0.0,4,63
Bond,Corporate Bond (IG),1,1,0,1,1,9.14,1,0,0,2,1,1,DCF,3.839863163192761,4.446462178632322,0.2728981186867949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.569214538733541,1.4128120873420245,0.0,0.0,0,19
Bond,Sovereign Emerging Bond,1,1,0,1,1,3.47,1,0,0,1,1,2,DCF,3.903779808046038,4.446861307191742,0.2537557432850258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8630065885683877,4.821850886561096,0.0,0.0,0,65
Bond,Sovereign Emerging Bond,1,1,0,1,1,27.61,1,0,0,1,1,2,Credit-Model,3.840932553279774,4.440383273960854,0.2375772729175924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.381765193832894,4.1658753749819475,0.0,0.0,0,65
Option,European Call,1,0,1,1,2,0.54,0,0,0,2,1,1,Black-Scholes,3.8517460820094582,4.472293618320896,0.26897460770531284,0.2500075,0.04599381992098683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29
Bond,Corporate Bond (IG),1,1,0,1,2,3.0,1,0,0,2,1,2,DCF,3.848269133770895,4.437696902056349,0.28927835405267627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7287236153634553,1.012968947943682,0.0,0.0,0,19
Option,Swaption,0,0,1,0,1,3.01,0,0,0,1,1,2,Black-Scholes,3.842474142462506,4.484159644801909,0.2519681748217645,0.12500875,0.07041169804242378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,66
Derivative,Equity Index Future,1,0,0,1,2,0.35,0,0,0,2,1,1,Forward-Pricing,3.823962593965138,4.4895023047761065,0.2730792453253123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,27
